id,date_time,date_time_of_next_variable_1,hours_until_next_1,date_time_of_next_variable_2,hours_until_next_2,score,ScoreCategory,filter_$,accesscomplexity,confidentialityimpact,integrityimpact,availabilityimpact
CVE-2009-3401,10/22/2009 14:30:00,10/22/2009 14:30:00,0,10/22/2009 14:30:00,0,1.7,1,1,LOW,PARTIAL,NONE,NONE
CVE-2009-3402,10/22/2009 14:30:00,10/22/2009 14:30:00,0,10/22/2009 14:30:01,.000277777777777778,2.1,1,1,HIGH,PARTIAL,NONE,NONE
CVE-2009-3406,10/22/2009 14:30:00,10/22/2009 14:30:01,.000277777777777778,10/26/2009 12:30:00,93.9997222222222,2.7,1,1,LOW,PARTIAL,NONE,NONE
CVE-2009-3409,10/22/2009 14:30:01,10/26/2009 12:30:00,93.9997222222222,10/26/2009 13:30:00,1,3.6,1,1,HIGH,PARTIAL,PARTIAL,NONE
CVE-2009-3611,10/26/2009 12:30:00,10/26/2009 13:30:00,1,11/2/2009 10:30:00,165,3.6,1,1,LOW,PARTIAL,PARTIAL,NONE
CVE-2009-3782,10/26/2009 13:30:00,11/2/2009 10:30:00,165,11/6/2009 10:30:00,96,3.5,1,1,MEDIUM,PARTIAL,NONE,NONE
CVE-2009-3629,11/2/2009 10:30:00,11/6/2009 10:30:00,96,11/16/2009 14:30:01,244.000277777778,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2009-3300,11/6/2009 10:30:00,11/16/2009 14:30:01,244.000277777778,11/17/2009 13:30:00,22.9997222222222,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2009-3940,11/16/2009 14:30:01,11/17/2009 13:30:00,22.9997222222222,11/25/2009 11:30:00,190,2.1,1,1,LOW,NONE,NONE,PARTIAL
CVE-2009-3891,11/17/2009 13:30:00,11/25/2009 11:30:00,190,11/29/2009 8:07:52,92.6311111111111,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2009-4022,11/25/2009 11:30:00,11/29/2009 8:07:52,92.6311111111111,11/29/2009 8:08:29,.0102777777777778,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2009-4080,11/29/2009 8:07:52,11/29/2009 8:08:29,.0102777777777778,11/30/2009 16:30:00,32.3586111111111,2.1,1,1,LOW,NONE,NONE,PARTIAL
CVE-2009-4105,11/29/2009 8:08:29,11/30/2009 16:30:00,32.3586111111111,11/30/2009 19:30:00,3,3.5,1,1,MEDIUM,NONE,NONE,PARTIAL
CVE-2009-4116,11/30/2009 16:30:00,11/30/2009 19:30:00,3,12/2/2009 12:30:00,41,3.5,1,1,MEDIUM,PARTIAL,NONE,NONE
CVE-2009-4118,11/30/2009 19:30:00,12/2/2009 12:30:00,41,12/2/2009 14:30:00,2,2.1,1,1,LOW,NONE,NONE,PARTIAL
CVE-2009-4159,12/2/2009 12:30:00,12/2/2009 14:30:00,2,12/3/2009 14:30:00,24,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2009-4172,12/2/2009 14:30:00,12/3/2009 14:30:00,24,12/4/2009 14:30:00,24,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2009-4193,12/3/2009 14:30:00,12/4/2009 14:30:00,24,12/9/2009 19:30:00,125,3.3,1,1,MEDIUM,NONE,PARTIAL,PARTIAL
CVE-2009-3304,12/4/2009 14:30:00,12/9/2009 19:30:00,125,12/10/2009 18:30:00,23,3.3,1,1,MEDIUM,NONE,PARTIAL,PARTIAL
CVE-2009-4249,12/9/2009 19:30:00,12/10/2009 18:30:00,23,12/15/2009 13:30:01,115.000277777778,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2009-4237,12/10/2009 18:30:00,12/15/2009 13:30:01,115.000277777778,12/21/2009 11:30:00,141.999722222222,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2009-3554,12/15/2009 13:30:01,12/21/2009 11:30:00,141.999722222222,12/21/2009 11:30:00,0,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2009-4369,12/21/2009 11:30:00,12/21/2009 11:30:00,0,12/21/2009 11:30:00,0,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2009-4371,12/21/2009 11:30:00,12/23/2009 13:30:00,50,12/23/2009 15:30:00,2,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2009-4370,12/21/2009 11:30:00,12/21/2009 11:30:00,0,12/23/2009 13:30:00,50,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2009-3581,12/23/2009 13:30:00,12/23/2009 15:30:00,2,12/23/2009 16:30:00,1,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2009-4145,12/23/2009 15:30:00,12/23/2009 16:30:00,1,12/24/2009 11:30:00,19,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2009-4409,12/23/2009 16:30:00,12/24/2009 11:30:00,19,12/28/2009 14:00:00,98.5,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2009-4411,12/24/2009 11:30:00,12/28/2009 14:00:00,98.5,12/29/2009 17:30:00,27.5,3.7,1,1,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2009-4429,12/28/2009 14:00:00,12/29/2009 17:30:00,27.5,12/31/2009 14:30:00,45,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2009-4454,12/29/2009 17:30:00,12/31/2009 14:30:00,45,12/31/2009 14:30:00,0,3.3,1,1,MEDIUM,NONE,PARTIAL,PARTIAL
CVE-2009-4532,12/31/2009 14:30:00,1/4/2010 16:30:00,98,1/4/2010 16:30:00,0,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2009-4513,12/31/2009 14:30:00,12/31/2009 14:30:00,0,12/31/2009 14:30:00,0,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2009-4514,12/31/2009 14:30:00,12/31/2009 14:30:00,0,1/4/2010 16:30:00,98,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2009-4557,1/4/2010 16:30:00,1/4/2010 16:30:00,0,1/5/2010 14:00:00,21.5,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2009-4559,1/4/2010 16:30:00,1/5/2010 14:00:00,21.5,1/7/2010 14:30:00,48.5,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2009-4567,1/5/2010 14:00:00,1/7/2010 14:30:00,48.5,1/7/2010 14:30:00,0,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-0223,1/7/2010 14:30:00,1/12/2010 20:30:00,126,1/12/2010 20:30:00,0,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2010-0221,1/7/2010 14:30:00,1/7/2010 14:30:00,0,1/12/2010 20:30:00,126,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2009-3413,1/12/2010 20:30:00,1/14/2010 13:30:00,41,1/14/2010 13:30:00,0,3.2,1,1,HIGH,PARTIAL,PARTIAL,NONE
CVE-2009-3410,1/12/2010 20:30:00,1/12/2010 20:30:00,0,1/12/2010 20:30:00,0,3.6,1,1,HIGH,PARTIAL,PARTIAL,NONE
CVE-2009-3412,1/12/2010 20:30:00,1/12/2010 20:30:00,0,1/14/2010 13:30:00,41,1,1,1,HIGH,PARTIAL,NONE,NONE
CVE-2010-0014,1/14/2010 13:30:00,1/19/2010 11:30:01,118.000277777778,1/20/2010 11:30:00,23.9997222222222,3.7,1,1,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2010-0002,1/14/2010 13:30:00,1/14/2010 13:30:00,0,1/19/2010 11:30:01,118.000277777778,2.1,1,1,LOW,NONE,NONE,PARTIAL
CVE-2010-0007,1/19/2010 11:30:01,1/20/2010 11:30:00,23.9997222222222,1/21/2010 17:30:00,30,2.1,1,1,LOW,NONE,PARTIAL,NONE
CVE-2010-0363,1/20/2010 11:30:00,1/21/2010 17:30:00,30,1/25/2010 14:30:01,93.0002777777778,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-0370,1/21/2010 17:30:00,1/25/2010 14:30:01,93.0002777777778,1/27/2010 12:30:00,45.9997222222222,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-0384,1/25/2010 14:30:01,1/27/2010 12:30:00,45.9997222222222,1/28/2010 15:30:01,27.0002777777778,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2009-3556,1/27/2010 12:30:00,1/28/2010 15:30:01,27.0002777777778,2/4/2010 15:15:24,167.756388888889,1.9,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-0460,1/28/2010 15:30:01,2/4/2010 15:15:24,167.756388888889,2/5/2010 17:30:01,26.2436111111111,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-0547,2/4/2010 15:15:24,2/5/2010 17:30:01,26.2436111111111,2/5/2010 17:30:02,.000277777777777778,2.1,1,1,LOW,NONE,NONE,PARTIAL
CVE-2003-1577,2/5/2010 17:30:01,2/5/2010 17:30:02,.000277777777777778,2/5/2010 17:30:02,0,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2003-1581,2/5/2010 17:30:02,2/5/2010 17:30:02,0,2/5/2010 17:30:02,0,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2009-2752,2/5/2010 17:30:02,2/8/2010 15:30:00,69.9994444444445,2/11/2010 12:30:00,69,1.5,1,1,MEDIUM,PARTIAL,NONE,NONE
CVE-2003-1582,2/5/2010 17:30:02,2/5/2010 17:30:02,0,2/8/2010 15:30:00,69.9994444444445,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2003-1588,2/8/2010 15:30:00,2/11/2010 12:30:00,69,2/15/2010 13:30:00,97,1.9,1,1,MEDIUM,PARTIAL,NONE,NONE
CVE-2010-0606,2/11/2010 12:30:00,2/15/2010 13:30:00,97,2/18/2010 13:00:00,71.5,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-0622,2/15/2010 13:30:00,2/18/2010 13:00:00,71.5,2/19/2010 12:30:00,23.5,2.1,1,1,LOW,NONE,NONE,PARTIAL
CVE-2010-0650,2/18/2010 13:00:00,2/19/2010 12:30:00,23.5,2/23/2010 15:30:00,99,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-0106,2/19/2010 12:30:00,2/23/2010 15:30:00,99,2/24/2010 13:30:00,22,1.9,1,1,MEDIUM,NONE,NONE,PARTIAL
CVE-2010-0697,2/23/2010 15:30:00,2/24/2010 13:30:00,22,2/24/2010 19:30:00,6,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-0640,2/24/2010 13:30:00,2/24/2010 19:30:00,6,2/24/2010 19:30:00,0,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-0118,2/24/2010 19:30:00,2/24/2010 19:30:00,0,2/25/2010 14:30:00,19,3.3,1,1,MEDIUM,NONE,PARTIAL,PARTIAL
CVE-2010-0119,2/24/2010 19:30:00,2/25/2010 14:30:00,19,2/26/2010 13:30:00,23,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2010-0424,2/25/2010 14:30:00,2/26/2010 13:30:00,23,2/26/2010 14:30:00,1,3.3,1,1,MEDIUM,NONE,PARTIAL,PARTIAL
CVE-2009-4652,2/26/2010 13:30:00,2/26/2010 14:30:00,1,3/2/2010 13:30:01,95.0002777777778,2.6,1,1,HIGH,NONE,NONE,PARTIAL
CVE-2010-0716,2/26/2010 14:30:00,3/2/2010 13:30:01,95.0002777777778,3/2/2010 15:30:00,1.99972222222222,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-0789,3/2/2010 13:30:01,3/2/2010 15:30:00,1.99972222222222,3/3/2010 14:30:00,23,3.3,1,1,MEDIUM,NONE,PARTIAL,PARTIAL
CVE-2010-0801,3/2/2010 15:30:00,3/3/2010 14:30:00,23,3/3/2010 15:30:00,1,3.5,1,1,MEDIUM,PARTIAL,NONE,NONE
CVE-2010-0156,3/3/2010 14:30:00,3/3/2010 15:30:00,1,3/5/2010 14:30:00,47,3.3,1,1,MEDIUM,NONE,PARTIAL,PARTIAL
CVE-2009-4664,3/3/2010 15:30:00,3/5/2010 14:30:00,47,3/10/2010 15:13:03,120.7175,3.3,1,1,MEDIUM,NONE,PARTIAL,PARTIAL
CVE-2010-0792,3/5/2010 14:30:00,3/10/2010 15:13:03,120.7175,3/10/2010 15:13:04,.000277777777777778,1.9,1,1,MEDIUM,PARTIAL,NONE,NONE
CVE-2010-0790,3/10/2010 15:13:03,3/10/2010 15:13:04,.000277777777777778,3/10/2010 15:13:04,0,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2010-0926,3/10/2010 15:13:04,3/15/2010 9:28:25,114.255833333333,3/16/2010 15:00:00,29.5263888888889,3.5,1,1,MEDIUM,PARTIAL,NONE,NONE
CVE-2010-0791,3/10/2010 15:13:04,3/10/2010 15:13:04,0,3/15/2010 9:28:25,114.255833333333,2.1,1,1,LOW,NONE,NONE,PARTIAL
CVE-2010-0124,3/15/2010 9:28:25,3/16/2010 15:00:00,29.5263888888889,3/19/2010 15:30:00,72.5,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2010-0971,3/16/2010 15:00:00,3/19/2010 15:30:00,72.5,3/25/2010 13:30:00,142,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-0733,3/19/2010 15:30:00,3/25/2010 13:30:00,142,3/25/2010 13:30:00,0,3.5,1,1,MEDIUM,NONE,NONE,PARTIAL
CVE-2010-1107,3/25/2010 13:30:00,3/25/2010 13:30:00,0,3/26/2010 14:30:00,25,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-1108,3/25/2010 13:30:00,3/26/2010 14:30:00,25,3/29/2010 18:30:00,76,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-1123,3/26/2010 14:30:00,3/29/2010 18:30:00,76,3/30/2010 14:30:01,20.0002777777778,2.1,1,1,LOW,NONE,NONE,PARTIAL
CVE-2010-1183,3/29/2010 18:30:00,3/30/2010 14:30:01,20.0002777777778,3/31/2010 14:00:00,23.4997222222222,3.3,1,1,MEDIUM,PARTIAL,PARTIAL,NONE
CVE-2010-0537,3/30/2010 14:30:01,3/31/2010 14:00:00,23.4997222222222,4/1/2010 15:30:00,25.5,2.6,1,1,HIGH,PARTIAL,NONE,NONE
CVE-2010-0132,3/31/2010 14:00:00,4/1/2010 15:30:00,25.5,4/5/2010 11:30:00,92,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-0769,4/1/2010 15:30:00,4/5/2010 11:30:00,92,4/5/2010 11:30:01,.000277777777777778,1.9,1,1,MEDIUM,PARTIAL,NONE,NONE
CVE-2000-1246,4/5/2010 11:30:00,4/5/2010 11:30:01,.000277777777777778,4/5/2010 11:30:01,0,3.5,1,1,MEDIUM,NONE,NONE,PARTIAL
CVE-2010-0826,4/5/2010 11:30:01,4/5/2010 11:30:01,0,4/5/2010 12:30:00,.999722222222222,1.9,1,1,MEDIUM,PARTIAL,NONE,NONE
CVE-2010-0828,4/5/2010 11:30:01,4/5/2010 12:30:00,.999722222222222,4/6/2010 12:30:00,24,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-0684,4/5/2010 12:30:00,4/6/2010 12:30:00,24,4/8/2010 12:30:00,48,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-0750,4/6/2010 12:30:00,4/8/2010 12:30:00,48,4/12/2010 14:30:00,98,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2010-1303,4/8/2010 12:30:00,4/12/2010 14:30:00,98,4/13/2010 14:30:00,24,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-1149,4/12/2010 14:30:00,4/13/2010 14:30:00,24,4/13/2010 14:30:00,0,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2010-1362,4/13/2010 14:30:00,4/13/2010 18:30:00,4,4/13/2010 18:30:00,0,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-1358,4/13/2010 14:30:00,4/13/2010 14:30:00,0,4/13/2010 18:30:00,4,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-0870,4/13/2010 18:30:00,4/13/2010 18:30:01,.000277777777777778,4/13/2010 18:30:01,0,3.6,1,1,HIGH,PARTIAL,PARTIAL,NONE
CVE-2010-0854,4/13/2010 18:30:00,4/13/2010 18:30:00,0,4/13/2010 18:30:00,0,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-0857,4/13/2010 18:30:00,4/13/2010 18:30:00,0,4/13/2010 18:30:00,0,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-0858,4/13/2010 18:30:00,4/13/2010 18:30:00,0,4/13/2010 18:30:01,.000277777777777778,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-0895,4/13/2010 18:30:01,4/16/2010 15:30:00,68.9997222222222,4/16/2010 15:30:00,0,3.6,1,1,LOW,NONE,PARTIAL,PARTIAL
CVE-2010-0883,4/13/2010 18:30:01,4/13/2010 18:30:01,0,4/13/2010 18:30:01,0,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2010-0884,4/13/2010 18:30:01,4/13/2010 18:30:01,0,4/13/2010 18:30:01,0,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2010-0890,4/13/2010 18:30:01,4/13/2010 18:30:01,0,4/16/2010 15:30:00,68.9997222222222,2.1,1,1,LOW,NONE,NONE,PARTIAL
CVE-2010-1161,4/16/2010 15:30:00,4/20/2010 11:30:00,92,4/20/2010 11:30:00,0,3.7,1,1,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2010-1160,4/16/2010 15:30:00,4/16/2010 15:30:00,0,4/20/2010 11:30:00,92,1.9,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-1487,4/20/2010 11:30:00,4/20/2010 11:30:00,0,4/20/2010 12:30:00,1,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2010-1488,4/20/2010 11:30:00,4/20/2010 12:30:00,1,4/23/2010 10:30:01,70.0002777777778,2.1,1,1,LOW,NONE,NONE,PARTIAL
CVE-2010-0997,4/20/2010 12:30:00,4/23/2010 10:30:01,70.0002777777778,4/26/2010 14:30:00,75.9997222222222,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-1157,4/23/2010 10:30:01,4/26/2010 14:30:00,75.9997222222222,4/26/2010 15:30:00,1,2.6,1,1,HIGH,PARTIAL,NONE,NONE
CVE-2010-1530,4/26/2010 14:30:00,4/26/2010 15:30:00,1,4/26/2010 15:30:00,0,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-1536,4/26/2010 15:30:00,4/26/2010 15:30:00,0,4/27/2010 11:30:01,20.0002777777778,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-1539,4/26/2010 15:30:00,4/27/2010 11:30:01,20.0002777777778,5/3/2010 9:51:52,142.364166666667,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2009-4829,4/27/2010 11:30:01,5/3/2010 9:51:52,142.364166666667,5/3/2010 9:51:52,0,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-1651,5/3/2010 9:51:52,5/7/2010 14:30:01,100.635833333333,5/7/2010 16:30:01,2,1.9,1,1,MEDIUM,PARTIAL,NONE,NONE
CVE-2010-1650,5/3/2010 9:51:52,5/3/2010 9:51:52,0,5/7/2010 14:30:01,100.635833333333,1.9,1,1,MEDIUM,PARTIAL,NONE,NONE
CVE-2010-1437,5/7/2010 14:30:01,5/7/2010 16:30:01,2,5/12/2010 7:46:31,111.275,1.9,1,1,MEDIUM,NONE,NONE,PARTIAL
CVE-2010-1856,5/7/2010 16:30:01,5/12/2010 7:46:31,111.275,5/12/2010 7:46:31,0,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-0730,5/12/2010 7:46:31,5/12/2010 7:46:31,0,5/13/2010 13:30:02,29.7252777777778,2.6,1,1,HIGH,NONE,NONE,PARTIAL
CVE-2010-1481,5/12/2010 7:46:31,5/13/2010 13:30:02,29.7252777777778,5/17/2010 18:30:01,100.999722222222,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-1294,5/13/2010 13:30:02,5/17/2010 18:30:01,100.999722222222,5/19/2010 8:08:08,37.6352777777778,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2010-0777,5/17/2010 18:30:01,5/19/2010 8:08:08,37.6352777777778,5/19/2010 16:00:01,7.86472222222222,2.6,1,1,HIGH,PARTIAL,NONE,NONE
CVE-2010-1584,5/19/2010 8:08:08,5/19/2010 16:00:01,7.86472222222222,5/19/2010 16:30:01,.5,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-1976,5/19/2010 16:00:01,5/19/2010 16:30:01,.5,5/20/2010 13:30:01,21,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-1984,5/19/2010 16:30:01,5/20/2010 13:30:01,21,5/20/2010 13:30:01,0,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-1995,5/20/2010 13:30:01,5/20/2010 13:30:01,0,5/20/2010 13:30:01,0,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-1996,5/20/2010 13:30:01,5/20/2010 13:30:01,0,5/20/2010 13:30:01,0,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-1997,5/20/2010 13:30:01,5/20/2010 13:30:01,0,5/20/2010 13:30:01,0,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-1998,5/20/2010 13:30:01,5/20/2010 13:30:01,0,5/20/2010 13:30:01,0,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-2000,5/20/2010 13:30:01,5/20/2010 13:30:01,0,5/20/2010 13:30:02,.000277777777777778,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-2001,5/20/2010 13:30:01,5/20/2010 13:30:02,.000277777777777778,5/21/2010 13:30:01,23.9997222222222,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-2002,5/20/2010 13:30:02,5/21/2010 13:30:01,23.9997222222222,5/21/2010 13:30:01,0,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-1446,5/21/2010 13:30:01,5/21/2010 13:30:01,0,5/21/2010 16:30:01,3,1.9,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-1626,5/21/2010 13:30:01,5/21/2010 16:30:01,3,5/24/2010 15:30:01,71,3.6,1,1,LOW,NONE,PARTIAL,PARTIAL
CVE-2010-1548,5/21/2010 16:30:01,5/24/2010 15:30:01,71,5/25/2010 10:30:01,19,3.5,1,1,MEDIUM,PARTIAL,NONE,NONE
CVE-2010-2027,5/24/2010 15:30:01,5/25/2010 10:30:01,19,5/25/2010 14:30:01,4,1.9,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-2038,5/25/2010 10:30:01,5/25/2010 14:30:01,4,5/28/2010 14:30:01,72,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-2048,5/25/2010 14:30:01,5/28/2010 14:30:01,72,5/28/2010 16:30:01,2,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-2022,5/28/2010 14:30:01,5/28/2010 16:30:01,2,5/28/2010 16:30:01,0,3.3,1,1,MEDIUM,PARTIAL,PARTIAL,NONE
CVE-2010-2114,5/28/2010 16:30:01,6/1/2010 17:30:01,97,6/1/2010 17:30:01,0,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-2113,5/28/2010 16:30:01,5/28/2010 16:30:01,0,6/1/2010 17:30:01,97,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-2125,6/1/2010 17:30:01,6/3/2010 10:30:01,41,6/3/2010 12:30:01,2,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-2123,6/1/2010 17:30:01,6/1/2010 17:30:01,0,6/3/2010 10:30:01,41,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2008-7256,6/3/2010 10:30:01,6/3/2010 12:30:01,2,6/7/2010 13:12:48,96.7130555555556,1.2,1,1,HIGH,NONE,NONE,PARTIAL
CVE-2010-2151,6/3/2010 12:30:01,6/7/2010 13:12:48,96.7130555555556,6/7/2010 13:12:48,0,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-2158,6/7/2010 13:12:48,6/7/2010 13:13:07,.00527777777777778,6/7/2010 13:13:07,0,2.1,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-1439,6/7/2010 13:12:48,6/7/2010 13:12:48,0,6/7/2010 13:12:48,0,3.6,1,1,LOW,PARTIAL,PARTIAL,NONE
CVE-2010-2157,6/7/2010 13:12:48,6/7/2010 13:12:48,0,6/7/2010 13:13:07,.00527777777777778,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2010-2053,6/7/2010 13:13:07,6/7/2010 13:13:07,0,6/7/2010 20:30:01,7.28166666666667,3.3,1,1,MEDIUM,NONE,PARTIAL,PARTIAL
CVE-2010-2058,6/7/2010 13:13:07,6/7/2010 20:30:01,7.28166666666667,6/15/2010 10:04:26,181.573611111111,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2010-1636,6/7/2010 20:30:01,6/15/2010 10:04:26,181.573611111111,6/15/2010 10:04:26,0,2.1,1,1,LOW,PARTIAL,NONE,NONE
CVE-2010-2283,6/15/2010 10:04:26,6/15/2010 10:04:26,0,6/15/2010 10:04:26,0,3.3,1,1,LOW,NONE,NONE,PARTIAL
CVE-2010-2285,6/15/2010 10:04:26,6/15/2010 10:04:26,0,6/15/2010 10:04:26,0,3.3,1,1,LOW,NONE,NONE,PARTIAL
CVE-2010-2286,6/15/2010 10:04:26,6/15/2010 10:04:26,0,6/15/2010 10:30:01,.426388888888889,3.3,1,1,LOW,NONE,NONE,PARTIAL
CVE-2010-2291,6/15/2010 10:04:26,6/15/2010 10:30:01,.426388888888889,6/16/2010 16:30:02,30.0002777777778,3.3,1,1,LOW,NONE,PARTIAL,NONE
CVE-2010-1515,6/15/2010 10:30:01,6/16/2010 16:30:02,30.0002777777778,6/17/2010 12:30:01,19.9997222222222,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-2072,6/16/2010 16:30:02,6/17/2010 12:30:01,19.9997222222222,6/17/2010 12:30:01,0,3.6,1,1,LOW,PARTIAL,NONE,PARTIAL
CVE-2010-1382,6/17/2010 12:30:01,6/18/2010 12:30:01,24,6/18/2010 12:30:01,0,3.5,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-0546,6/17/2010 12:30:01,6/17/2010 12:30:01,0,6/17/2010 12:30:01,0,3.3,1,1,MEDIUM,NONE,PARTIAL,PARTIAL
CVE-2010-1381,6/17/2010 12:30:01,6/17/2010 12:30:01,0,6/18/2010 12:30:01,24,3.5,1,1,MEDIUM,PARTIAL,NONE,NONE
CVE-2009-4901,6/18/2010 12:30:01,6/18/2010 12:30:01,0,6/18/2010 14:30:01,2,2.1,1,1,LOW,NONE,NONE,PARTIAL
CVE-2010-2192,6/18/2010 12:30:01,6/18/2010 14:30:01,2,6/21/2010 15:30:01,73,1.9,1,1,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-2322,6/18/2010 14:30:01,6/21/2010 15:30:01,73,6/22/2010 16:30:01,25,2.6,1,1,HIGH,NONE,PARTIAL,NONE
CVE-2010-1958,6/21/2010 15:30:01,6/22/2010 16:30:01,25,6/22/2010 16:30:01,0,2.1,1,1,HIGH,NONE,PARTIAL,NONE
