id,date_time,date_time_of_next_variable_1,hours_until_next,date_time_of_next_variable_2,hours_until_next_2,score,ScoreCategory,accesscomplexity,confidentialityimpact,integrityimpact,availabilityimpact
CVE-2006-4312,8/23/2006 18:04:00,8/23/2006 18:04:00,0,8/23/2006 18:04:00,0,6.8,2,LOW,COMPLETE,COMPLETE,COMPLETE
CVE-2006-4327,8/23/2006 21:04:00,8/23/2006 21:04:00,0,8/24/2006 16:04:00,19,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4328,8/23/2006 21:04:00,8/24/2006 16:04:00,19,8/24/2006 16:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4317,8/23/2006 21:04:00,8/23/2006 21:04:00,0,8/23/2006 21:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4318,8/23/2006 21:04:00,8/23/2006 21:04:00,0,8/23/2006 21:04:00,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4324,8/23/2006 21:04:00,8/23/2006 21:04:00,0,8/23/2006 21:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4325,8/23/2006 21:04:00,8/23/2006 21:04:00,0,8/23/2006 21:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4344,8/24/2006 16:04:00,8/24/2006 17:04:00,1,8/24/2006 21:04:00,4,5,2,LOW,NONE,PARTIAL,NONE
CVE-2006-4333,8/24/2006 16:04:00,8/24/2006 16:04:00,0,8/24/2006 17:04:00,1,5.4,2,HIGH,NONE,NONE,COMPLETE
CVE-2006-4330,8/24/2006 16:04:00,8/24/2006 16:04:00,0,8/24/2006 16:04:00,0,4.3,2,MEDIUM,NONE,NONE,PARTIAL
CVE-2006-4331,8/24/2006 16:04:00,8/24/2006 16:04:00,0,8/24/2006 16:04:00,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2006-4332,8/24/2006 16:04:00,8/24/2006 16:04:00,0,8/24/2006 16:04:00,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2006-4351,8/24/2006 17:04:00,8/24/2006 21:04:00,4,8/24/2006 21:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-3743,8/24/2006 21:04:00,8/24/2006 21:04:00,0,8/25/2006 6:04:00,9,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-3744,8/24/2006 21:04:00,8/25/2006 6:04:00,9,8/25/2006 6:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-2113,8/24/2006 21:04:00,8/24/2006 21:04:00,0,8/24/2006 21:04:00,0,6.4,2,LOW,NONE,PARTIAL,PARTIAL
CVE-2006-4352,8/25/2006 6:04:00,8/25/2006 6:04:00,0,8/26/2006 17:04:00,35,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4353,8/25/2006 6:04:00,8/26/2006 17:04:00,35,8/26/2006 17:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4371,8/26/2006 17:04:00,8/26/2006 17:04:00,0,8/26/2006 22:04:00,5,4,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4376,8/26/2006 17:04:00,8/26/2006 22:04:00,5,8/26/2006 22:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4362,8/26/2006 22:04:00,8/26/2006 22:04:00,0,8/28/2006 17:04:00,43,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4364,8/26/2006 22:04:00,8/28/2006 17:04:00,43,8/28/2006 17:04:00,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2006-4358,8/26/2006 22:04:00,8/26/2006 22:04:00,0,8/26/2006 22:04:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4359,8/26/2006 22:04:00,8/26/2006 22:04:00,0,8/26/2006 22:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4361,8/26/2006 22:04:00,8/26/2006 22:04:00,0,8/26/2006 22:04:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4418,8/28/2006 17:04:00,8/28/2006 17:04:00,0,8/28/2006 20:04:00,3,4,2,HIGH,PARTIAL,PARTIAL,NONE
CVE-2006-4420,8/28/2006 17:04:00,8/28/2006 20:04:00,3,8/28/2006 20:04:00,0,5,2,LOW,NONE,PARTIAL,NONE
CVE-2006-4435,8/28/2006 20:04:00,8/28/2006 20:04:00,0,8/29/2006 19:04:00,23,4.9,2,LOW,NONE,NONE,COMPLETE
CVE-2006-4436,8/28/2006 20:04:00,8/29/2006 19:04:00,23,8/29/2006 19:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4421,8/28/2006 20:04:00,8/28/2006 20:04:00,0,8/28/2006 20:04:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4424,8/28/2006 20:04:00,8/28/2006 20:04:00,0,8/28/2006 20:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4425,8/28/2006 20:04:00,8/28/2006 20:04:00,0,8/28/2006 20:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4426,8/28/2006 20:04:00,8/28/2006 20:04:00,0,8/28/2006 20:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4427,8/28/2006 20:04:00,8/28/2006 20:04:00,0,8/28/2006 20:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4430,8/28/2006 20:04:00,8/28/2006 20:04:00,0,8/28/2006 20:04:00,0,5,2,LOW,NONE,PARTIAL,NONE
CVE-2006-4434,8/28/2006 20:04:00,8/28/2006 20:04:00,0,8/28/2006 20:04:00,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2006-4442,8/29/2006 19:04:00,8/29/2006 19:04:00,0,8/29/2006 21:04:00,2,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4444,8/29/2006 19:04:00,8/29/2006 21:04:00,2,8/29/2006 21:04:00,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4449,8/29/2006 21:04:00,8/29/2006 21:04:00,0,8/30/2006 12:04:00,15,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4450,8/29/2006 21:04:00,8/30/2006 12:04:00,15,8/30/2006 12:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4446,8/29/2006 21:04:00,8/29/2006 21:04:00,0,8/29/2006 21:04:00,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2006-4448,8/29/2006 21:04:00,8/29/2006 21:04:00,0,8/29/2006 21:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4454,8/30/2006 12:04:00,8/30/2006 12:04:00,0,8/31/2006 6:04:00,18,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4455,8/30/2006 12:04:00,8/31/2006 6:04:00,18,8/31/2006 16:04:00,10,5,2,LOW,NONE,NONE,PARTIAL
CVE-2006-4453,8/30/2006 12:04:00,8/30/2006 12:04:00,0,8/30/2006 12:04:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4458,8/31/2006 6:04:00,8/31/2006 16:04:00,10,8/31/2006 16:04:00,0,6.4,2,LOW,PARTIAL,PARTIAL,NONE
CVE-2006-4473,8/31/2006 16:04:00,8/31/2006 16:04:00,0,8/31/2006 17:04:00,1,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4474,8/31/2006 16:04:00,8/31/2006 17:04:00,1,8/31/2006 17:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4460,8/31/2006 16:04:00,8/31/2006 16:04:00,0,8/31/2006 16:04:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4464,8/31/2006 16:04:00,8/31/2006 16:04:00,0,8/31/2006 16:04:00,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2006-4466,8/31/2006 16:04:00,8/31/2006 16:04:00,0,8/31/2006 16:04:00,0,5,2,LOW,NONE,PARTIAL,NONE
CVE-2006-4468,8/31/2006 16:04:00,8/31/2006 16:04:00,0,8/31/2006 16:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4471,8/31/2006 16:04:00,8/31/2006 16:04:00,0,8/31/2006 16:04:00,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4479,8/31/2006 17:04:00,8/31/2006 17:04:00,0,8/31/2006 18:04:00,1,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4480,8/31/2006 17:04:00,8/31/2006 18:04:00,1,8/31/2006 18:04:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4500,8/31/2006 18:04:00,8/31/2006 18:04:00,0,8/31/2006 19:04:00,1,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4503,8/31/2006 18:04:00,8/31/2006 19:04:00,1,8/31/2006 19:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4146,8/31/2006 18:04:00,8/31/2006 18:04:00,0,8/31/2006 18:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4487,8/31/2006 18:04:00,8/31/2006 18:04:00,0,8/31/2006 18:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4488,8/31/2006 18:04:00,8/31/2006 18:04:00,0,8/31/2006 18:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4490,8/31/2006 18:04:00,8/31/2006 18:04:00,0,8/31/2006 18:04:00,0,4,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4491,8/31/2006 18:04:00,8/31/2006 18:04:00,0,8/31/2006 18:04:00,0,4,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4492,8/31/2006 18:04:00,8/31/2006 18:04:00,0,8/31/2006 18:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4496,8/31/2006 18:04:00,8/31/2006 18:04:00,0,8/31/2006 18:04:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4499,8/31/2006 18:04:00,8/31/2006 18:04:00,0,8/31/2006 18:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4507,8/31/2006 19:04:00,8/31/2006 19:04:00,0,9/1/2006 19:04:00,24,4.6,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4508,8/31/2006 19:04:00,9/1/2006 19:04:00,24,9/1/2006 19:04:00,0,4,2,HIGH,PARTIAL,NONE,PARTIAL
CVE-2006-4525,9/1/2006 19:04:00,9/1/2006 19:04:00,0,9/5/2006 13:04:00,90,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4528,9/1/2006 19:04:00,9/5/2006 13:04:00,90,9/5/2006 15:04:00,2,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4523,9/1/2006 19:04:00,9/1/2006 19:04:00,0,9/1/2006 19:04:00,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2006-4339,9/5/2006 13:04:00,9/5/2006 15:04:00,2,9/5/2006 19:04:00,4,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2006-4538,9/5/2006 15:04:00,9/5/2006 19:04:00,4,9/5/2006 19:04:00,0,4.9,2,LOW,NONE,NONE,COMPLETE
CVE-2006-4541,9/5/2006 19:04:00,9/5/2006 19:04:00,0,9/5/2006 20:04:00,1,4.6,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4542,9/5/2006 19:04:00,9/5/2006 20:04:00,1,9/5/2006 20:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4540,9/5/2006 19:04:00,9/5/2006 19:04:00,0,9/5/2006 19:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4554,9/5/2006 20:04:00,9/5/2006 20:04:00,0,9/5/2006 21:04:00,1,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4562,9/5/2006 20:04:00,9/5/2006 21:04:00,1,9/5/2006 21:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-2941,9/5/2006 20:04:00,9/5/2006 20:04:00,0,9/5/2006 20:04:00,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2006-3636,9/5/2006 20:04:00,9/5/2006 20:04:00,0,9/5/2006 20:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4095,9/5/2006 20:04:00,9/5/2006 20:04:00,0,9/5/2006 20:04:00,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2006-4096,9/5/2006 20:04:00,9/5/2006 20:04:00,0,9/5/2006 20:04:00,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2006-4543,9/5/2006 20:04:00,9/5/2006 20:04:00,0,9/5/2006 20:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4546,9/5/2006 20:04:00,9/5/2006 20:04:00,0,9/5/2006 20:04:00,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4547,9/5/2006 20:04:00,9/5/2006 20:04:00,0,9/5/2006 20:04:00,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4549,9/5/2006 20:04:00,9/5/2006 20:04:00,0,9/5/2006 20:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4550,9/5/2006 20:04:00,9/5/2006 20:04:00,0,9/5/2006 20:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4552,9/5/2006 20:04:00,9/5/2006 20:04:00,0,9/5/2006 20:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4553,9/5/2006 20:04:00,9/5/2006 20:04:00,0,9/5/2006 20:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4563,9/5/2006 21:04:00,9/5/2006 21:04:00,0,9/6/2006 18:04:00,21,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4564,9/5/2006 21:04:00,9/6/2006 18:04:00,21,9/6/2006 18:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4587,9/6/2006 18:04:00,9/6/2006 18:04:00,0,9/6/2006 20:04:00,2,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4593,9/6/2006 18:04:00,9/6/2006 20:04:00,2,9/6/2006 20:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4586,9/6/2006 18:04:00,9/6/2006 18:04:00,0,9/6/2006 18:04:00,0,5.5,2,LOW,PARTIAL,PARTIAL,NONE
CVE-2006-4620,9/6/2006 20:04:00,9/7/2006 17:04:00,21,9/8/2006 16:04:00,23,4.6,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4619,9/6/2006 20:04:00,9/6/2006 20:04:00,0,9/7/2006 17:04:00,21,4.6,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4595,9/6/2006 20:04:00,9/6/2006 20:04:00,0,9/6/2006 20:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4596,9/6/2006 20:04:00,9/6/2006 20:04:00,0,9/6/2006 20:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4608,9/6/2006 20:04:00,9/6/2006 20:04:00,0,9/6/2006 20:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4609,9/6/2006 20:04:00,9/6/2006 20:04:00,0,9/6/2006 20:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4610,9/6/2006 20:04:00,9/6/2006 20:04:00,0,9/6/2006 20:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4614,9/6/2006 20:04:00,9/6/2006 20:04:00,0,9/6/2006 20:04:00,0,4.9,2,LOW,COMPLETE,NONE,NONE
CVE-2006-4615,9/6/2006 20:04:00,9/6/2006 20:04:00,0,9/6/2006 20:04:00,0,4.9,2,LOW,COMPLETE,NONE,NONE
CVE-2006-4616,9/6/2006 20:04:00,9/6/2006 20:04:00,0,9/6/2006 20:04:00,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2006-4618,9/6/2006 20:04:00,9/6/2006 20:04:00,0,9/6/2006 20:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4627,9/7/2006 17:04:00,9/8/2006 16:04:00,23,9/8/2006 16:04:00,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2006-4638,9/8/2006 16:04:00,9/8/2006 16:04:00,0,9/8/2006 17:04:00,1,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4639,9/8/2006 16:04:00,9/8/2006 17:04:00,1,9/8/2006 17:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4628,9/8/2006 16:04:00,9/8/2006 16:04:00,0,9/8/2006 16:04:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4631,9/8/2006 16:04:00,9/8/2006 16:04:00,0,9/8/2006 16:04:00,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4633,9/8/2006 16:04:00,9/8/2006 16:04:00,0,9/8/2006 16:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4634,9/8/2006 16:04:00,9/8/2006 16:04:00,0,9/8/2006 16:04:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4635,9/8/2006 16:04:00,9/8/2006 16:04:00,0,9/8/2006 16:04:00,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4637,9/8/2006 16:04:00,9/8/2006 16:04:00,0,9/8/2006 16:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-2482,9/8/2006 17:04:00,9/8/2006 17:04:00,0,9/8/2006 20:04:00,3,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4646,9/8/2006 17:04:00,9/8/2006 20:04:00,3,9/8/2006 20:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4668,9/8/2006 20:04:00,9/8/2006 20:04:00,0,9/11/2006 12:04:00,64,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4669,9/8/2006 20:04:00,9/11/2006 12:04:00,64,9/11/2006 13:04:00,1,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4294,9/8/2006 20:04:00,9/8/2006 20:04:00,0,9/8/2006 20:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4651,9/8/2006 20:04:00,9/8/2006 20:04:00,0,9/8/2006 20:04:00,0,5,2,LOW,NONE,PARTIAL,NONE
CVE-2006-4653,9/8/2006 20:04:00,9/8/2006 20:04:00,0,9/8/2006 20:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4654,9/8/2006 20:04:00,9/8/2006 20:04:00,0,9/8/2006 20:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4655,9/8/2006 20:04:00,9/8/2006 20:04:00,0,9/8/2006 20:04:00,0,4.6,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4658,9/8/2006 20:04:00,9/8/2006 20:04:00,0,9/8/2006 20:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4659,9/8/2006 20:04:00,9/8/2006 20:04:00,0,9/8/2006 20:04:00,0,5,2,LOW,NONE,PARTIAL,NONE
CVE-2006-4660,9/8/2006 20:04:00,9/8/2006 20:04:00,0,9/8/2006 20:04:00,0,5.8,2,MEDIUM,PARTIAL,PARTIAL,NONE
CVE-2006-4663,9/8/2006 20:04:00,9/8/2006 20:04:00,0,9/8/2006 20:04:00,0,4.6,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4664,9/8/2006 20:04:00,9/8/2006 20:04:00,0,9/8/2006 20:04:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4665,9/8/2006 20:04:00,9/8/2006 20:04:00,0,9/8/2006 20:04:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4671,9/11/2006 12:04:00,9/11/2006 13:04:00,1,9/11/2006 13:04:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4682,9/11/2006 13:04:00,9/11/2006 13:04:00,0,9/12/2006 12:07:00,23.05,5,2,LOW,NONE,NONE,PARTIAL
CVE-2006-4683,9/11/2006 13:04:00,9/12/2006 12:07:00,23.05,9/12/2006 12:07:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4679,9/11/2006 13:04:00,9/11/2006 13:04:00,0,9/11/2006 13:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4680,9/11/2006 13:04:00,9/11/2006 13:04:00,0,9/11/2006 13:04:00,0,4,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4681,9/11/2006 13:04:00,9/11/2006 13:04:00,0,9/11/2006 13:04:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4721,9/12/2006 12:07:00,9/12/2006 12:07:00,0,9/12/2006 19:07:00,7,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4723,9/12/2006 12:07:00,9/12/2006 19:07:00,7,9/12/2006 19:07:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-2658,9/12/2006 12:07:00,9/12/2006 12:07:00,0,9/12/2006 12:07:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4705,9/12/2006 12:07:00,9/12/2006 12:07:00,0,9/12/2006 12:07:00,0,5,2,LOW,NONE,PARTIAL,NONE
CVE-2006-4706,9/12/2006 12:07:00,9/12/2006 12:07:00,0,9/12/2006 12:07:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4707,9/12/2006 12:07:00,9/12/2006 12:07:00,0,9/12/2006 12:07:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4708,9/12/2006 12:07:00,9/12/2006 12:07:00,0,9/12/2006 12:07:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4709,9/12/2006 12:07:00,9/12/2006 12:07:00,0,9/12/2006 12:07:00,0,5,2,LOW,NONE,PARTIAL,NONE
CVE-2006-4710,9/12/2006 12:07:00,9/12/2006 12:07:00,0,9/12/2006 12:07:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4711,9/12/2006 12:07:00,9/12/2006 12:07:00,0,9/12/2006 12:07:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4712,9/12/2006 12:07:00,9/12/2006 12:07:00,0,9/12/2006 12:07:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4714,9/12/2006 12:07:00,9/12/2006 12:07:00,0,9/12/2006 12:07:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4718,9/12/2006 12:07:00,9/12/2006 12:07:00,0,9/12/2006 12:07:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4719,9/12/2006 12:07:00,9/12/2006 12:07:00,0,9/12/2006 12:07:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4640,9/12/2006 19:07:00,9/12/2006 20:07:00,1,9/13/2006 18:07:00,22,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4389,9/12/2006 19:07:00,9/12/2006 19:07:00,0,9/12/2006 20:07:00,1,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-0032,9/12/2006 19:07:00,9/12/2006 19:07:00,0,9/12/2006 19:07:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-3311,9/12/2006 19:07:00,9/12/2006 19:07:00,0,9/12/2006 19:07:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4381,9/12/2006 19:07:00,9/12/2006 19:07:00,0,9/12/2006 19:07:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4382,9/12/2006 19:07:00,9/12/2006 19:07:00,0,9/12/2006 19:07:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4384,9/12/2006 19:07:00,9/12/2006 19:07:00,0,9/12/2006 19:07:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4385,9/12/2006 19:07:00,9/12/2006 19:07:00,0,9/12/2006 19:07:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4386,9/12/2006 19:07:00,9/12/2006 19:07:00,0,9/12/2006 19:07:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4388,9/12/2006 19:07:00,9/12/2006 19:07:00,0,9/12/2006 19:07:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4731,9/12/2006 20:07:00,9/13/2006 18:07:00,22,9/13/2006 18:07:00,0,5,2,LOW,NONE,PARTIAL,NONE
CVE-2006-4754,9/13/2006 18:07:00,9/13/2006 18:07:00,0,9/13/2006 19:07:00,1,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4755,9/13/2006 18:07:00,9/13/2006 19:07:00,1,9/13/2006 19:07:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4735,9/13/2006 18:07:00,9/13/2006 18:07:00,0,9/13/2006 18:07:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4740,9/13/2006 18:07:00,9/13/2006 18:07:00,0,9/13/2006 18:07:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4742,9/13/2006 18:07:00,9/13/2006 18:07:00,0,9/13/2006 18:07:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4743,9/13/2006 18:07:00,9/13/2006 18:07:00,0,9/13/2006 18:07:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4744,9/13/2006 18:07:00,9/13/2006 18:07:00,0,9/13/2006 18:07:00,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2006-4747,9/13/2006 18:07:00,9/13/2006 18:07:00,0,9/13/2006 18:07:00,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2006-4750,9/13/2006 18:07:00,9/13/2006 18:07:00,0,9/13/2006 18:07:00,0,5.1,2,HIGH,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4751,9/13/2006 18:07:00,9/13/2006 18:07:00,0,9/13/2006 18:07:00,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2006-4752,9/13/2006 18:07:00,9/13/2006 18:07:00,0,9/13/2006 18:07:00,0,5,2,LOW,PARTIAL,NONE,NONE
